study	qtl_group	tissue_ontology_id	tissue_ontology_term	tissue_label	condition_label	quant_method	ftp_path
GTEx	pituitary	UBERON_0000007	"pituitary gland"	pituitary	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/txrev/GTEx_txrev_pituitary.all.tsv.gz
GTEx	prostate	UBERON_0002367	"prostate gland"	prostate	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/exon/GTEx_exon_prostate.all.tsv.gz
GTEx	prostate	UBERON_0002367	"prostate gland"	prostate	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_prostate.all.tsv.gz
GTEx	prostate	UBERON_0002367	"prostate gland"	prostate	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_prostate.all.tsv.gz
GTEx	prostate	UBERON_0002367	"prostate gland"	prostate	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/txrev/GTEx_txrev_prostate.all.tsv.gz
GTEx	skin_not_sun_exposed	UBERON_0036149	"suprapubic skin"	skin (suprapubic)	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/exon/GTEx_exon_skin_not_sun_exposed.all.tsv.gz
GTEx	skin_not_sun_exposed	UBERON_0036149	"suprapubic skin"	skin (suprapubic)	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_skin_not_sun_exposed.all.tsv.gz
GTEx	skin_not_sun_exposed	UBERON_0036149	"suprapubic skin"	skin (suprapubic)	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_skin_not_sun_exposed.all.tsv.gz
GTEx	skin_not_sun_exposed	UBERON_0036149	"suprapubic skin"	skin (suprapubic)	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/txrev/GTEx_txrev_skin_not_sun_exposed.all.tsv.gz
GTEx	skin_sun_exposed	UBERON_0002097	"skin of body"	skin	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/exon/GTEx_exon_skin_sun_exposed.all.tsv.gz
GTEx	skin_sun_exposed	UBERON_0002097	"skin of body"	skin	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_skin_sun_exposed.all.tsv.gz
GTEx	skin_sun_exposed	UBERON_0002097	"skin of body"	skin	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_skin_sun_exposed.all.tsv.gz
GTEx	skin_sun_exposed	UBERON_0002097	"skin of body"	skin	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/txrev/GTEx_txrev_skin_sun_exposed.all.tsv.gz
GTEx	small_intestine	UBERON_0001211	"Peyer's patch"	small intestine	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/exon/GTEx_exon_small_intestine.all.tsv.gz
GTEx	small_intestine	UBERON_0001211	"Peyer's patch"	small intestine	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_small_intestine.all.tsv.gz
GTEx	small_intestine	UBERON_0001211	"Peyer's patch"	small intestine	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_small_intestine.all.tsv.gz
GTEx	small_intestine	UBERON_0001211	"Peyer's patch"	small intestine	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/txrev/GTEx_txrev_small_intestine.all.tsv.gz
GTEx	spleen	UBERON_0002106	"spleen"	spleen	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/exon/GTEx_exon_spleen.all.tsv.gz
GTEx	spleen	UBERON_0002106	"spleen"	spleen	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_spleen.all.tsv.gz
GTEx	spleen	UBERON_0002106	"spleen"	spleen	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_spleen.all.tsv.gz
GTEx	spleen	UBERON_0002106	"spleen"	spleen	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/txrev/GTEx_txrev_spleen.all.tsv.gz
GTEx	stomach	UBERON_0000945	"stomach"	stomach	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/exon/GTEx_exon_stomach.all.tsv.gz
GTEx	stomach	UBERON_0000945	"stomach"	stomach	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_stomach.all.tsv.gz
GTEx	stomach	UBERON_0000945	"stomach"	stomach	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_stomach.all.tsv.gz
GTEx	stomach	UBERON_0000945	"stomach"	stomach	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/txrev/GTEx_txrev_stomach.all.tsv.gz
GTEx	testis	UBERON_0000473	"testis"	testis	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/exon/GTEx_exon_testis.all.tsv.gz
GTEx	testis	UBERON_0000473	"testis"	testis	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_testis.all.tsv.gz
GTEx	testis	UBERON_0000473	"testis"	testis	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_testis.all.tsv.gz
GTEx	testis	UBERON_0000473	"testis"	testis	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/txrev/GTEx_txrev_testis.all.tsv.gz
GTEx	thyroid	UBERON_0002046	"thyroid gland"	thyroid	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/exon/GTEx_exon_thyroid.all.tsv.gz
GTEx	thyroid	UBERON_0002046	"thyroid gland"	thyroid	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_thyroid.all.tsv.gz
GTEx	thyroid	UBERON_0002046	"thyroid gland"	thyroid	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_thyroid.all.tsv.gz
GTEx	thyroid	UBERON_0002046	"thyroid gland"	thyroid	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/txrev/GTEx_txrev_thyroid.all.tsv.gz
GTEx	uterus	UBERON_0000995	"uterus"	uterus	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/exon/GTEx_exon_uterus.all.tsv.gz
GTEx	uterus	UBERON_0000995	"uterus"	uterus	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_uterus.all.tsv.gz
GTEx	uterus	UBERON_0000995	"uterus"	uterus	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_uterus.all.tsv.gz
GTEx	uterus	UBERON_0000995	"uterus"	uterus	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/txrev/GTEx_txrev_uterus.all.tsv.gz
GTEx	vagina	UBERON_0000996	"vagina"	vagina	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/exon/GTEx_exon_vagina.all.tsv.gz
GTEx	vagina	UBERON_0000996	"vagina"	vagina	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/ge/GTEx_ge_vagina.all.tsv.gz
GTEx	vagina	UBERON_0000996	"vagina"	vagina	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/tx/GTEx_tx_vagina.all.tsv.gz
GTEx	vagina	UBERON_0000996	"vagina"	vagina	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/GTEx/txrev/GTEx_txrev_vagina.all.tsv.gz
HipSci	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/HipSci/exon/HipSci_exon_iPSC.all.tsv.gz
HipSci	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/HipSci/ge/HipSci_ge_iPSC.all.tsv.gz
HipSci	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/HipSci/tx/HipSci_tx_iPSC.all.tsv.gz
HipSci	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/HipSci/txrev/HipSci_txrev_iPSC.all.tsv.gz
iPSCORE	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/iPSCORE/exon/iPSCORE_exon_iPSC.all.tsv.gz
iPSCORE	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/iPSCORE/ge/iPSCORE_ge_iPSC.all.tsv.gz
iPSCORE	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/iPSCORE/tx/iPSCORE_tx_iPSC.all.tsv.gz
iPSCORE	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/iPSCORE/txrev/iPSCORE_txrev_iPSC.all.tsv.gz
Lepik_2017	blood	UBERON_0000178	"blood"	blood	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Lepik_2017/exon/Lepik_2017_exon_blood.all.tsv.gz
Lepik_2017	blood	UBERON_0000178	"blood"	blood	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Lepik_2017/ge/Lepik_2017_ge_blood.all.tsv.gz
Lepik_2017	blood	UBERON_0000178	"blood"	blood	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Lepik_2017/tx/Lepik_2017_tx_blood.all.tsv.gz
Lepik_2017	blood	UBERON_0000178	"blood"	blood	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Lepik_2017/txrev/Lepik_2017_txrev_blood.all.tsv.gz
Nedelec_2016	macrophage_Listeria	CL_0000235	"macrophage"	macrophage	Listeria_5h	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/exon/Nedelec_2016_exon_macrophage_Listeria.all.tsv.gz
Nedelec_2016	macrophage_Listeria	CL_0000235	"macrophage"	macrophage	Listeria_5h	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/ge/Nedelec_2016_ge_macrophage_Listeria.all.tsv.gz
Nedelec_2016	macrophage_Listeria	CL_0000235	"macrophage"	macrophage	Listeria_5h	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/tx/Nedelec_2016_tx_macrophage_Listeria.all.tsv.gz
Nedelec_2016	macrophage_Listeria	CL_0000235	"macrophage"	macrophage	Listeria_5h	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/txrev/Nedelec_2016_txrev_macrophage_Listeria.all.tsv.gz
Nedelec_2016	macrophage_naive	CL_0000235	"macrophage"	macrophage	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/exon/Nedelec_2016_exon_macrophage_naive.all.tsv.gz
Nedelec_2016	macrophage_naive	CL_0000235	"macrophage"	macrophage	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/ge/Nedelec_2016_ge_macrophage_naive.all.tsv.gz
Nedelec_2016	macrophage_naive	CL_0000235	"macrophage"	macrophage	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/tx/Nedelec_2016_tx_macrophage_naive.all.tsv.gz
Nedelec_2016	macrophage_naive	CL_0000235	"macrophage"	macrophage	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/txrev/Nedelec_2016_txrev_macrophage_naive.all.tsv.gz
Nedelec_2016	macrophage_Salmonella	CL_0000235	"macrophage"	macrophage	Salmonella_5h	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/exon/Nedelec_2016_exon_macrophage_Salmonella.all.tsv.gz
Nedelec_2016	macrophage_Salmonella	CL_0000235	"macrophage"	macrophage	Salmonella_5h	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/ge/Nedelec_2016_ge_macrophage_Salmonella.all.tsv.gz
Nedelec_2016	macrophage_Salmonella	CL_0000235	"macrophage"	macrophage	Salmonella_5h	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/tx/Nedelec_2016_tx_macrophage_Salmonella.all.tsv.gz
Nedelec_2016	macrophage_Salmonella	CL_0000235	"macrophage"	macrophage	Salmonella_5h	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Nedelec_2016/txrev/Nedelec_2016_txrev_macrophage_Salmonella.all.tsv.gz
Peng_2018	placenta_naive	UBERON_0001987	"placenta"	placenta	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Peng_2018/exon/Peng_2018_exon_placenta_naive.all.tsv.gz
Peng_2018	placenta_naive	UBERON_0001987	"placenta"	placenta	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Peng_2018/ge/Peng_2018_ge_placenta_naive.all.tsv.gz
Peng_2018	placenta_naive	UBERON_0001987	"placenta"	placenta	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Peng_2018/tx/Peng_2018_tx_placenta_naive.all.tsv.gz
Peng_2018	placenta_naive	UBERON_0001987	"placenta"	placenta	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Peng_2018/txrev/Peng_2018_txrev_placenta_naive.all.tsv.gz
PhLiPS	HLC	CL_0000182	"hepatocyte"	hepatocyte	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/PhLiPS/exon/PhLiPS_exon_HLC.all.tsv.gz
PhLiPS	HLC	CL_0000182	"hepatocyte"	hepatocyte	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/PhLiPS/ge/PhLiPS_ge_HLC.all.tsv.gz
PhLiPS	HLC	CL_0000182	"hepatocyte"	hepatocyte	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/PhLiPS/tx/PhLiPS_tx_HLC.all.tsv.gz
PhLiPS	HLC	CL_0000182	"hepatocyte"	hepatocyte	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/PhLiPS/txrev/PhLiPS_txrev_HLC.all.tsv.gz
PhLiPS	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/PhLiPS/exon/PhLiPS_exon_iPSC.all.tsv.gz
PhLiPS	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/PhLiPS/ge/PhLiPS_ge_iPSC.all.tsv.gz
PhLiPS	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/PhLiPS/tx/PhLiPS_tx_iPSC.all.tsv.gz
PhLiPS	iPSC	EFO_0004905	"induced pluripotent stem cell"	iPSC	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/PhLiPS/txrev/PhLiPS_txrev_iPSC.all.tsv.gz
Quach_2016	monocyte_IAV	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	Influenza_6h	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/exon/Quach_2016_exon_monocyte_IAV.all.tsv.gz
Quach_2016	monocyte_IAV	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	Influenza_6h	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/ge/Quach_2016_ge_monocyte_IAV.all.tsv.gz
Quach_2016	monocyte_IAV	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	Influenza_6h	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/tx/Quach_2016_tx_monocyte_IAV.all.tsv.gz
Quach_2016	monocyte_IAV	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	Influenza_6h	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/txrev/Quach_2016_txrev_monocyte_IAV.all.tsv.gz
Quach_2016	monocyte_LPS	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	LPS_6h	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/exon/Quach_2016_exon_monocyte_LPS.all.tsv.gz
Quach_2016	monocyte_LPS	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	LPS_6h	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/ge/Quach_2016_ge_monocyte_LPS.all.tsv.gz
Quach_2016	monocyte_LPS	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	LPS_6h	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/tx/Quach_2016_tx_monocyte_LPS.all.tsv.gz
Quach_2016	monocyte_LPS	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	LPS_6h	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/txrev/Quach_2016_txrev_monocyte_LPS.all.tsv.gz
Quach_2016	monocyte_naive	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/exon/Quach_2016_exon_monocyte_naive.all.tsv.gz
Quach_2016	monocyte_naive	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/ge/Quach_2016_ge_monocyte_naive.all.tsv.gz
Quach_2016	monocyte_naive	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/tx/Quach_2016_tx_monocyte_naive.all.tsv.gz
Quach_2016	monocyte_naive	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/txrev/Quach_2016_txrev_monocyte_naive.all.tsv.gz
Quach_2016	monocyte_Pam3CSK4	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	Pam3CSK4_6h	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/exon/Quach_2016_exon_monocyte_Pam3CSK4.all.tsv.gz
Quach_2016	monocyte_Pam3CSK4	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	Pam3CSK4_6h	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/ge/Quach_2016_ge_monocyte_Pam3CSK4.all.tsv.gz
Quach_2016	monocyte_Pam3CSK4	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	Pam3CSK4_6h	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/tx/Quach_2016_tx_monocyte_Pam3CSK4.all.tsv.gz
Quach_2016	monocyte_Pam3CSK4	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	Pam3CSK4_6h	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/txrev/Quach_2016_txrev_monocyte_Pam3CSK4.all.tsv.gz
Quach_2016	monocyte_R848	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	R848_6h	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/exon/Quach_2016_exon_monocyte_R848.all.tsv.gz
Quach_2016	monocyte_R848	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	R848_6h	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/ge/Quach_2016_ge_monocyte_R848.all.tsv.gz
Quach_2016	monocyte_R848	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	R848_6h	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/tx/Quach_2016_tx_monocyte_R848.all.tsv.gz
Quach_2016	monocyte_R848	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	R848_6h	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Quach_2016/txrev/Quach_2016_txrev_monocyte_R848.all.tsv.gz
Raj_2014	monocyte_CD14	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Raj_2014/exon/Raj_2014_exon_monocyte_CD14.all.tsv.gz
Raj_2014	monocyte_CD14	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Raj_2014/ge/Raj_2014_ge_monocyte_CD14.all.tsv.gz
Raj_2014	monocyte_CD14	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Raj_2014/tx/Raj_2014_tx_monocyte_CD14.all.tsv.gz
Raj_2014	monocyte_CD14	CL_0002057	"CD14-positive, CD16-negative classical monocyte"	monocyte	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Raj_2014/txrev/Raj_2014_txrev_monocyte_CD14.all.tsv.gz
Raj_2014	T-cell_CD4	CL_0000624	"CD4-positive, alpha-beta T cell"	CD4+ T cell	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Raj_2014/exon/Raj_2014_exon_T-cell_CD4.all.tsv.gz
Raj_2014	T-cell_CD4	CL_0000624	"CD4-positive, alpha-beta T cell"	CD4+ T cell	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Raj_2014/ge/Raj_2014_ge_T-cell_CD4.all.tsv.gz
Raj_2014	T-cell_CD4	CL_0000624	"CD4-positive, alpha-beta T cell"	CD4+ T cell	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Raj_2014/tx/Raj_2014_tx_T-cell_CD4.all.tsv.gz
Raj_2014	T-cell_CD4	CL_0000624	"CD4-positive, alpha-beta T cell"	CD4+ T cell	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Raj_2014/txrev/Raj_2014_txrev_T-cell_CD4.all.tsv.gz
ROSMAP	brain_naive	UBERON_0009834	"dorsolateral prefrontal cortex"	brain (DLPFC)	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/ROSMAP/exon/ROSMAP_exon_brain_naive.all.tsv.gz
ROSMAP	brain_naive	UBERON_0009834	"dorsolateral prefrontal cortex"	brain (DLPFC)	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/ROSMAP/ge/ROSMAP_ge_brain_naive.all.tsv.gz
ROSMAP	brain_naive	UBERON_0009834	"dorsolateral prefrontal cortex"	brain (DLPFC)	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/ROSMAP/tx/ROSMAP_tx_brain_naive.all.tsv.gz
ROSMAP	brain_naive	UBERON_0009834	"dorsolateral prefrontal cortex"	brain (DLPFC)	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/ROSMAP/txrev/ROSMAP_txrev_brain_naive.all.tsv.gz
Schmiedel_2018	B-cell_naive	CL_0000236	"B cell"	B cell	naive	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Schmiedel_2018/exon/Schmiedel_2018_exon_B-cell_naive.all.tsv.gz
Schmiedel_2018	B-cell_naive	CL_0000236	"B cell"	B cell	naive	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Schmiedel_2018/ge/Schmiedel_2018_ge_B-cell_naive.all.tsv.gz
Schmiedel_2018	B-cell_naive	CL_0000236	"B cell"	B cell	naive	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Schmiedel_2018/tx/Schmiedel_2018_tx_B-cell_naive.all.tsv.gz
Schmiedel_2018	B-cell_naive	CL_0000236	"B cell"	B cell	naive	txrev	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Schmiedel_2018/txrev/Schmiedel_2018_txrev_B-cell_naive.all.tsv.gz
Schmiedel_2018	CD4_T-cell_anti-CD3-CD28	CL_0000624	"CD4-positive, alpha-beta T cell"	CD4+ T cell	anti-CD3-CD28_4h	exon	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Schmiedel_2018/exon/Schmiedel_2018_exon_CD4_T-cell_anti-CD3-CD28.all.tsv.gz
Schmiedel_2018	CD4_T-cell_anti-CD3-CD28	CL_0000624	"CD4-positive, alpha-beta T cell"	CD4+ T cell	anti-CD3-CD28_4h	ge	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Schmiedel_2018/ge/Schmiedel_2018_ge_CD4_T-cell_anti-CD3-CD28.all.tsv.gz
Schmiedel_2018	CD4_T-cell_anti-CD3-CD28	CL_0000624	"CD4-positive, alpha-beta T cell"	CD4+ T cell	anti-CD3-CD28_4h	tx	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Schmiedel_2018/tx/Schmiedel_2018_tx_CD4_T-cell_anti-CD3-CD28.all.tsv.gz
