gwas_id	qtl_subset	n_colocs_in_novel_ld_blocks	n_unique_novel_ld_blocks	sample_size	cell_type_class
T2D1-ebi-a-GCST006867	Nedelec_2016.macrophage_Salmonella_ge	10	1	167	immune cell
T2D1-ebi-a-GCST006867	Quach_2016.monocyte_IAV_ge	2	1	198	immune cell
T2D1-ebi-a-GCST006867	Quach_2016.monocyte_LPS_ge	14	3	184	immune cell
T2D1-ebi-a-GCST006867	Quach_2016.monocyte_naive_ge	2	2	200	immune cell
T2D1-ebi-a-GCST006867	Quach_2016.monocyte_Pam3CSK4_ge	5	4	196	immune cell
T2D1-ebi-a-GCST006867	Quach_2016.monocyte_R848_ge	10	1	191	immune cell
T2D1-ebi-a-GCST006867	ROSMAP.brain_naive_ge	9	4	576	other
T2D1-ebi-a-GCST006867	Schmiedel_2018.B-cell_naive_ge	3	1	91	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.CD4_T-cell_anti-CD3-CD28_ge	6	3	89	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.CD4_T-cell_naive_ge	10	2	88	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.CD8_T-cell_anti-CD3-CD28_ge	11	4	88	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.CD8_T-cell_naive_ge	5	1	89	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.monocyte_CD16_naive_ge	2	1	90	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.NK-cell_naive_ge	5	1	90	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.Tfh_memory_ge	5	1	89	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.Th1_memory_ge	9	2	82	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.Th1-17_memory_ge	7	2	88	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.Th17_memory_ge	5	1	89	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.Th2_memory_ge	5	1	89	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.Treg_memory_ge	11	3	89	immune cell
T2D1-ebi-a-GCST006867	Schmiedel_2018.Treg_naive_ge	9	2	89	immune cell
T2D1-ebi-a-GCST006867	Schwartzentruber_2018.sensory_neuron_ge	4	1	98	other
T2D1-ebi-a-GCST006867	TwinsUK.blood_ge	4	1	195	immune cell
T2D1-ebi-a-GCST006867	TwinsUK.fat_ge	31	9	381	other
T2D1-ebi-a-GCST006867	TwinsUK.LCL_ge	19	7	418	immune cell
UC-ebi-a-GCST004133	Alasoo_2018.macrophage_IFNg_ge	7	2	84	immune cell
UC-ebi-a-GCST004133	Alasoo_2018.macrophage_IFNg+Salmonella_ge	3	1	84	immune cell
UC-ebi-a-GCST004133	Alasoo_2018.macrophage_naive_ge	6	1	84	immune cell
UC-ebi-a-GCST004133	Alasoo_2018.macrophage_Salmonella_ge	5	1	84	immune cell
UC-ebi-a-GCST004133	BLUEPRINT_PE.T-cell_ge	10	2	167	immune cell
UC-ebi-a-GCST004133	BLUEPRINT_SE.monocyte_ge	19	7	191	immune cell
UC-ebi-a-GCST004133	BLUEPRINT_SE.neutrophil_ge	2	2	196	immune cell
UC-ebi-a-GCST004133	CEDAR.B-cell_CD19_microarray	2	1	262	immune cell
UC-ebi-a-GCST004133	CEDAR.ileum_microarray	2	1	180	other
UC-ebi-a-GCST004133	CEDAR.monocyte_CD14_microarray	7	2	286	immune cell
UC-ebi-a-GCST004133	CEDAR.neutrophil_CD15_microarray	1	1	280	immune cell
UC-ebi-a-GCST004133	CEDAR.rectum_microarray	4	3	271	other
UC-ebi-a-GCST004133	CEDAR.T-cell_CD4_microarray	2	1	290	immune cell
UC-ebi-a-GCST004133	CEDAR.T-cell_CD8_microarray	3	2	277	immune cell
UC-ebi-a-GCST004133	CEDAR.transverse_colon_microarray	7	4	286	other
UC-ebi-a-GCST004133	Fairfax_2012.B-cell_CD19_microarray	9	4	281	immune cell
UC-ebi-a-GCST004133	Fairfax_2014.monocyte_IFN24_microarray	11	5	370	immune cell
UC-ebi-a-GCST004133	Fairfax_2014.monocyte_LPS2_microarray	6	2	256	immune cell
UC-ebi-a-GCST004133	Fairfax_2014.monocyte_LPS24_microarray	8	3	325	immune cell
UC-ebi-a-GCST004133	Fairfax_2014.monocyte_naive_microarray	7	3	420	immune cell
UC-ebi-a-GCST004133	FUSION.adipose_naive_ge	4	1	271	other
UC-ebi-a-GCST004133	FUSION.muscle_naive_ge	15	2	288	other
UC-ebi-a-GCST004133	GENCORD.fibroblast_ge	4	2	186	immune cell
UC-ebi-a-GCST004133	GENCORD.LCL_ge	11	4	190	immune cell
UC-ebi-a-GCST004133	GENCORD.T-cell_ge	3	1	184	immune cell
UC-ebi-a-GCST004133	GEUVADIS.LCL_ge	19	7	445	immune cell
UC-ebi-a-GCST004133	HipSci.iPSC_ge	2	1	322	other
UC-ebi-a-GCST004133	Kasela_2017.T-cell_CD4_microarray	3	2	280	immune cell
UC-ebi-a-GCST004133	Kasela_2017.T-cell_CD8_microarray	2	1	269	immune cell
UC-ebi-a-GCST004133	Lepik_2017.blood_ge	33	9	471	immune cell
UC-ebi-a-GCST004133	Nedelec_2016.macrophage_Listeria_ge	6	2	163	immune cell
UC-ebi-a-GCST004133	Nedelec_2016.macrophage_naive_ge	9	4	163	immune cell
UC-ebi-a-GCST004133	Nedelec_2016.macrophage_Salmonella_ge	15	5	167	immune cell
UC-ebi-a-GCST004133	Quach_2016.monocyte_IAV_ge	10	5	198	immune cell
UC-ebi-a-GCST004133	Quach_2016.monocyte_LPS_ge	19	5	184	immune cell
UC-ebi-a-GCST004133	Quach_2016.monocyte_naive_ge	17	5	200	immune cell
UC-ebi-a-GCST004133	Quach_2016.monocyte_Pam3CSK4_ge	29	9	196	immune cell
UC-ebi-a-GCST004133	Quach_2016.monocyte_R848_ge	21	7	191	immune cell
UC-ebi-a-GCST004133	ROSMAP.brain_naive_ge	27	5	576	other
UC-ebi-a-GCST004133	Schmiedel_2018.CD4_T-cell_anti-CD3-CD28_ge	4	1	89	immune cell
UC-ebi-a-GCST004133	Schmiedel_2018.CD8_T-cell_anti-CD3-CD28_ge	5	2	88	immune cell
UC-ebi-a-GCST004133	Schmiedel_2018.CD8_T-cell_naive_ge	2	1	89	immune cell
UC-ebi-a-GCST004133	Schmiedel_2018.monocyte_CD16_naive_ge	2	1	90	immune cell
UC-ebi-a-GCST004133	Schmiedel_2018.monocyte_naive_ge	1	1	91	immune cell
UC-ebi-a-GCST004133	Schmiedel_2018.NK-cell_naive_ge	2	1	90	immune cell
UC-ebi-a-GCST004133	Schmiedel_2018.Treg_memory_ge	6	2	89	immune cell
UC-ebi-a-GCST004133	TwinsUK.fat_ge	5	2	381	other
UC-ebi-a-GCST004133	TwinsUK.LCL_ge	15	5	418	immune cell
UC-ebi-a-GCST004133	TwinsUK.skin_ge	4	1	370	other
